2025-11-06 17:28:43,501 - payments - INFO - Начисление бонуса: пользователь 396, +7 дней, причина: loyalty_bonus_silver
2025-11-06 17:28:43,559 - payments - INFO - Подписка успешно продлена: пользователь 396, новая дата окончания 2025-11-28 11:42:55, причина: loyalty_bonus_silver
2025-11-07 08:57:11,161 - payments - INFO - Начисление бонуса: пользователь 55, +14 дней, причина: loyalty_bonus_gold
2025-11-07 08:57:11,178 - payments - INFO - Подписка успешно продлена: пользователь 55, новая дата окончания 2125-04-15 00:04:34.359120, причина: loyalty_bonus_gold
2025-11-11 08:08:26,714 - payments - INFO - Начисление бонуса: пользователь 138, +7 дней, причина: loyalty_bonus_silver
2025-11-11 08:08:26,729 - payments - INFO - Подписка успешно продлена: пользователь 138, новая дата окончания 2025-12-07 04:54:24.675552, причина: loyalty_bonus_silver
2025-11-14 09:33:01,093 - payments - INFO - Начисление бонуса: пользователь 18, +14 дней, причина: loyalty_bonus_gold
2025-11-14 09:33:01,103 - payments - INFO - Подписка успешно продлена: пользователь 18, новая дата окончания 2125-04-14 22:37:23.691222, причина: loyalty_bonus_gold
2025-11-15 12:38:53,881 - payments - INFO - Начисление бонуса: пользователь 343, +7 дней, причина: loyalty_bonus_silver
2025-11-15 12:38:53,881 - payments - INFO - Начисление бонуса: пользователь 343, +7 дней, причина: loyalty_bonus_silver
2025-11-15 12:38:53,892 - payments - INFO - Подписка успешно продлена: пользователь 343, новая дата окончания 2025-12-21 11:37:14.173723, причина: loyalty_bonus_silver
2025-11-15 12:38:53,892 - payments - INFO - Подписка успешно продлена: пользователь 343, новая дата окончания 2025-12-21 11:37:14.173723, причина: loyalty_bonus_silver
2025-11-20 00:12:43,349 - payments - INFO - Начисление бонуса: пользователь 49, +14 дней, причина: loyalty_bonus_gold
2025-11-20 00:12:43,366 - payments - ERROR - Ошибка при начислении бонуса: пользователь 49, дней: 14, причина: loyalty_bonus_gold, ошибка: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-11-20 00:41:51,224 - payments - INFO - Начисление бонуса: пользователь 330, +7 дней, причина: loyalty_bonus_silver
2025-11-20 00:41:51,232 - payments - ERROR - Ошибка при начислении бонуса: пользователь 330, дней: 7, причина: loyalty_bonus_silver, ошибка: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
2025-11-20 00:41:55,459 - payments - INFO - Начисление бонуса: пользователь 330, +7 дней, причина: loyalty_bonus_silver
2025-11-20 00:41:55,466 - payments - ERROR - Ошибка при начислении бонуса: пользователь 330, дней: 7, причина: loyalty_bonus_silver, ошибка: greenlet_spawn has not been called; can't call await_only() here. Was IO attempted in an unexpected place? (Background on this error at: https://sqlalche.me/e/20/xd2s)
